Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,8582,9235,9826,10377,10990,11529
Estimated resident population - at 30 June,Population density (persons/km2),,6772.9,7288.3,7754.7,8189.6,8673.3,9098.7
Estimated resident population - at 30 June,Estimated resident population - males (no.),,4310,4625,4891,5216,5548,5832
Estimated resident population - at 30 June,Estimated resident population - females (no.),,4272,4610,4935,5161,5442,5697
Estimated resident population - at 30 June,Median age - males (years),,32.7,32.7,32.8,32.8,33,33.3
Estimated resident population - at 30 June,Median age - females (years),,31.6,31.6,31.6,31.7,31.7,32.2
Estimated resident population - at 30 June,Median age - persons (years),,32.2,32.1,32.2,32.2,32.3,32.7
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,6976,7521,7995,8458,9015,9439
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,81.3,81.4,81.4,81.5,82,81.9
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,231,236,244,256,234,237
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,156,167,196,196,211,209
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,123,131,127,132,144,167
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,140,141,138,158,176,189
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,338,371,377,412,454,416
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,770,845,888,938,977,1002
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,693,739,813,864,929,1003
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,469,495,549,617,661,713
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,312,320,343,361,388,438
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,259,273,266,268,316,324
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,226,240,251,250,232,242
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,189,216,204,219,232,242
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,139,160,181,189,217,219
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,86,95,109,137,133,155
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,69,80,85,91,98,113
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,41,47,51,55,68,76
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,38,41,38,36,37,39
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,31,28,31,37,41,48
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,5.4,5.1,5,4.9,4.2,4.1
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,3.6,3.6,4,3.8,3.8,3.6
Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,2.9,2.8,2.6,2.5,2.6,2.9
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,3.2,3,2.8,3,3.2,3.2
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,7.8,8,7.7,7.9,8.2,7.1
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,17.9,18.3,18.2,18,17.6,17.2
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,16.1,16,16.6,16.6,16.7,17.2
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,10.9,10.7,11.2,11.8,11.9,12.2
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,7.2,6.9,7,6.9,7,7.5
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,6,5.9,5.4,5.1,5.7,5.6
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,5.2,5.2,5.1,4.8,4.2,4.1
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,4.4,4.7,4.2,4.2,4.2,4.1
Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,3.2,3.5,3.7,3.6,3.9,3.8
Estimated resident population - Males - at 30 June,Males - 65-69 years (%),,2,2.1,2.2,2.6,2.4,2.7
Estimated resident population - Males - at 30 June,Males - 70-74 years (%),,1.6,1.7,1.7,1.7,1.8,1.9
Estimated resident population - Males - at 30 June,Males - 75-79 years (%),,1,1,1,1.1,1.2,1.3
Estimated resident population - Males - at 30 June,Males - 80-84 years (%),,0.9,0.9,0.8,0.7,0.7,0.7
Estimated resident population - Males - at 30 June,Males - 85 and over (%),,0.7,0.6,0.6,0.7,0.7,0.8
Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,217,249,262,252,271,256
Estimated resident population - Females - at 30 June,Females - 5-9 years (no.),,168,160,168,180,182,196
Estimated resident population - Females - at 30 June,Females - 10-14 years (no.),,109,116,128,136,134,134
Estimated resident population - Females - at 30 June,Females - 15-19 years (no.),,140,152,153,161,178,162
Estimated resident population - Females - at 30 June,Females - 20-24 years (no.),,418,460,471,488,520,495
Estimated resident population - Females - at 30 June,Females - 25-29 years (no.),,826,904,981,1041,1085,1107
Estimated resident population - Females - at 30 June,Females - 30-34 years (no.),,672,722,821,858,926,1020
Estimated resident population - Females - at 30 June,Females - 35-39 years (no.),,396,418,449,494,517,571
Estimated resident population - Females - at 30 June,Females - 40-44 years (no.),,297,298,312,320,344,362
Estimated resident population - Females - at 30 June,Females - 45-49 years (no.),,230,258,280,286,293,293
Estimated resident population - Females - at 30 June,Females - 50-54 years (no.),,174,179,180,201,221,255
Estimated resident population - Females - at 30 June,Females - 55-59 years (no.),,167,190,200,186,192,189
Estimated resident population - Females - at 30 June,Females - 60-64 years (no.),,121,140,138,147,157,197
Estimated resident population - Females - at 30 June,Females - 65-69 years (no.),,103,111,123,131,126,126
Estimated resident population - Females - at 30 June,Females - 70-74 years (no.),,85,97,104,91,104,120
Estimated resident population - Females - at 30 June,Females - 75-79 years (no.),,62,70,72,82,87,95
Estimated resident population - Females - at 30 June,Females - 80-84 years (no.),,48,46,51,62,61,63
Estimated resident population - Females - at 30 June,Females - 85 and over (no.),,39,40,42,45,44,56
Estimated resident population - Females - at 30 June,Females - 0-4 years (%),,5.1,5.4,5.3,4.9,5,4.5
Estimated resident population - Females - at 30 June,Females - 5-9 years (%),,3.9,3.5,3.4,3.5,3.3,3.4
Estimated resident population - Females - at 30 June,Females - 10-14 years (%),,2.6,2.5,2.6,2.6,2.5,2.4
Estimated resident population - Females - at 30 June,Females - 15-19 years (%),,3.3,3.3,3.1,3.1,3.3,2.8
Estimated resident population - Females - at 30 June,Females - 20-24 years (%),,9.8,10,9.5,9.5,9.6,8.7
Estimated resident population - Females - at 30 June,Females - 25-29 years (%),,19.3,19.6,19.9,20.2,19.9,19.4
Estimated resident population - Females - at 30 June,Females - 30-34 years (%),,15.7,15.7,16.6,16.6,17,17.9
Estimated resident population - Females - at 30 June,Females - 35-39 years (%),,9.3,9.1,9.1,9.6,9.5,10
Estimated resident population - Females - at 30 June,Females - 40-44 years (%),,7,6.5,6.3,6.2,6.3,6.4
Estimated resident population - Females - at 30 June,Females - 45-49 years (%),,5.4,5.6,5.7,5.5,5.4,5.1
Estimated resident population - Females - at 30 June,Females - 50-54 years (%),,4.1,3.9,3.6,3.9,4.1,4.5
Estimated resident population - Females - at 30 June,Females - 55-59 years (%),,3.9,4.1,4.1,3.6,3.5,3.3
Estimated resident population - Females - at 30 June,Females - 60-64 years (%),,2.8,3,2.8,2.8,2.9,3.5
Estimated resident population - Females - at 30 June,Females - 65-69 years (%),,2.4,2.4,2.5,2.5,2.3,2.2
Estimated resident population - Females - at 30 June,Females - 70-74 years (%),,2,2.1,2.1,1.8,1.9,2.1
Estimated resident population - Females - at 30 June,Females - 75-79 years (%),,1.5,1.5,1.5,1.6,1.6,1.7
Estimated resident population - Females - at 30 June,Females - 80-84 years (%),,1.1,1,1,1.2,1.1,1.1
Estimated resident population - Females - at 30 June,Females - 85 and over (%),,0.9,0.9,0.9,0.9,0.8,1
Estimated resident population - Persons - at 30 June,Persons - 0-4 years (no.),,448,485,506,508,505,493
Estimated resident population - Persons - at 30 June,Persons - 5-9 years (no.),,324,327,364,376,393,405
Estimated resident population - Persons - at 30 June,Persons - 10-14 years (no.),,232,247,255,268,278,301
Estimated resident population - Persons - at 30 June,Persons - 15-19 years (no.),,280,293,291,319,354,351
Estimated resident population - Persons - at 30 June,Persons - 20-24 years (no.),,756,831,848,900,974,911
Estimated resident population - Persons - at 30 June,Persons - 25-29 years (no.),,1596,1749,1869,1979,2062,2109
Estimated resident population - Persons - at 30 June,Persons - 30-34 years (no.),,1365,1461,1634,1722,1855,2023
Estimated resident population - Persons - at 30 June,Persons - 35-39 years (no.),,865,913,998,1111,1178,1284
Estimated resident population - Persons - at 30 June,Persons - 40-44 years (no.),,609,618,655,681,732,800
Estimated resident population - Persons - at 30 June,Persons - 45-49 years (no.),,489,531,546,554,609,617
Estimated resident population - Persons - at 30 June,Persons - 50-54 years (no.),,400,419,431,451,453,497
Estimated resident population - Persons - at 30 June,Persons - 55-59 years (no.),,356,406,404,405,424,431
Estimated resident population - Persons - at 30 June,Persons - 60-64 years (no.),,260,300,319,336,374,416
Estimated resident population - Persons - at 30 June,Persons - 65-69 years (no.),,189,206,232,268,259,281
Estimated resident population - Persons - at 30 June,Persons - 70-74 years (no.),,154,177,189,182,202,233
Estimated resident population - Persons - at 30 June,Persons - 75-79 years (no.),,103,117,123,137,155,171
Estimated resident population - Persons - at 30 June,Persons - 80-84 years (no.),,86,87,89,98,98,102
Estimated resident population - Persons - at 30 June,Persons - 85 and over (no.),,70,68,73,82,85,104
Estimated resident population - Persons - at 30 June,Persons - 0-4 years (%),,5.2,5.3,5.1,4.9,4.6,4.3
Estimated resident population - Persons - at 30 June,Persons - 5-9 years (%),,3.8,3.5,3.7,3.6,3.6,3.5
Estimated resident population - Persons - at 30 June,Persons - 10-14 years (%),,2.7,2.7,2.6,2.6,2.5,2.6
Estimated resident population - Persons - at 30 June,Persons - 15-19 years (%),,3.3,3.2,3,3.1,3.2,3
Estimated resident population - Persons - at 30 June,Persons - 20-24 years (%),,8.8,9,8.6,8.7,8.9,7.9
Estimated resident population - Persons - at 30 June,Persons - 25-29 years (%),,18.6,18.9,19,19.1,18.8,18.3
Estimated resident population - Persons - at 30 June,Persons - 30-34 years (%),,15.9,15.8,16.6,16.6,16.9,17.5
Estimated resident population - Persons - at 30 June,Persons - 35-39 years (%),,10.1,9.9,10.2,10.7,10.7,11.1
Estimated resident population - Persons - at 30 June,Persons - 40-44 years (%),,7.1,6.7,6.7,6.6,6.7,6.9
Estimated resident population - Persons - at 30 June,Persons - 45-49 years (%),,5.7,5.7,5.6,5.3,5.5,5.4
Estimated resident population - Persons - at 30 June,Persons - 50-54 years (%),,4.7,4.5,4.4,4.3,4.1,4.3
Estimated resident population - Persons - at 30 June,Persons - 55-59 years (%),,4.1,4.4,4.1,3.9,3.9,3.7
Estimated resident population - Persons - at 30 June,Persons - 60-64 years (%),,3,3.2,3.2,3.2,3.4,3.6
Estimated resident population - Persons - at 30 June,Persons - 65-69 years (%),,2.2,2.2,2.4,2.6,2.4,2.4
Estimated resident population - Persons - at 30 June,Persons - 70-74 years (%),,1.8,1.9,1.9,1.8,1.8,2
Estimated resident population - Persons - at 30 June,Persons - 75-79 years (%),,1.2,1.3,1.3,1.3,1.4,1.5
Estimated resident population - Persons - at 30 June,Persons - 80-84 years (%),,1,0.9,0.9,0.9,0.9,0.9
Estimated resident population - Persons - at 30 June,Persons - 85 and over (%),,0.8,0.7,0.7,0.8,0.8,0.9
Births and deaths - year ended 31 December,Births (no.),,109,111,124,119,123,98
Births and deaths - year ended 31 December,Total fertility rate (per female) (rate),,1.18,1.13,1.11,1.07,1.05,0.9
Births and deaths - year ended 31 December,Deaths (no.),,27,36,31,26,29,36
Births and deaths - year ended 31 December,Standardised death rate (per 1000 population) (rate),,6.7,6.8,5.5,5.1,4.2,4.1
Internal and overseas migration - at 30 June,Internal arrivals (no.),,,,1205,1387,1573,1610
Internal and overseas migration - at 30 June,Internal departures (no.),,,,1036,1264,1387,1415
Internal and overseas migration - at 30 June,Net internal migration (no.),,,,169,123,186,195
Internal and overseas migration - at 30 June,Overseas arrivals (no.),,,,516,526,559,520
Internal and overseas migration - at 30 June,Overseas departures (no.),,,,174,194,221,261
Internal and overseas migration - at 30 June,Net overseas migration (no.),,,,342,332,338,259
Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (%),0.8,,0.9,,,,
Overseas born population - Census,Born in Oceania and Antarctica (excluding Australia) (%),3.4,,3.6,,,,
Overseas born population - Census,Born in North-West Europe (%),5.1,,6.5,,,,
Overseas born population - Census,Born in Southern and Eastern Europe (%),3.1,,2.9,,,,
Overseas born population - Census,Born in North Africa and the Middle East (%),3.2,,2.4,,,,
Overseas born population - Census,Born in South-East Asia (%),8.1,,7.1,,,,
Overseas born population - Census,Born in North-East Asia (%),3.2,,3.9,,,,
Overseas born population - Census,Born in Southern and Central Asia (%),0.9,,0.9,,,,
Overseas born population - Census,Born in Americas (%),1.5,,2.8,,,,
Overseas born population - Census,Born in Sub-Saharan Africa (%),4.1,,4,,,,
Overseas born population - Census,Total born overseas (%),32.6,,34.2,,,,
Religious affiliation - Census,Buddhism (%),7.6,,5.1,,,,
Religious affiliation - Census,Christianity (%),31.4,,24.7,,,,
Religious affiliation - Census,Hinduism (%),0.3,,0.3,,,,
Religious affiliation - Census,Islam (%),7,,5.8,,,,
Religious affiliation - Census,Judaism (%),0.4,,0.6,,,,
Religious affiliation - Census,Other religions (%),0.6,,0.4,,,,
Religious affiliation - Census,Other spiritual beliefs (%),1.9,,0.3,,,,
Religious affiliation - Census,"No religion, secular beliefs (%)",35.6,,47.5,,,,
Religious affiliation - Census,Religious affiliation - inadequately described or not stated (%),15.1,,15.3,,,,
Australian citizenship - Census,Australian citizen (%),74.2,,70.2,,,,
Australian citizenship - Census,Not an Australian citizen (%),12.2,,17,,,,
Australian citizenship - Census,Australian citizenship - not stated (%),13.6,,12.9,,,,
Speaks a language other than English at home - Census,Speaks a language other than English at home (%),30,,26.9,,,,
Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Estimated resident Aboriginal and Torres Strait Islander population (no.),,,119,,,,
Language - Census,Speakers of an Aboriginal and Torres Strait Islander language who identify as Aboriginal or Torres Strait Islander (%),6.1,,0,,,,
