Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,24047,24548,25048,25532,26164,26333
Estimated resident population - at 30 June,Population density (persons/km2),,4239.5,4327.9,4416,4501.3,4612.8,4642.5
Estimated resident population - at 30 June,Estimated resident population - males (no.),,11814,12031,12309,12537,12852,12947
Estimated resident population - at 30 June,Estimated resident population - females (no.),,12233,12517,12739,12995,13312,13386
Estimated resident population - at 30 June,Median age - males (years),,30.9,30.9,31.1,31.3,31.5,32
Estimated resident population - at 30 June,Median age - females (years),,32.6,32.6,32.9,33.1,33.3,33.9
Estimated resident population - at 30 June,Median age - persons (years),,31.7,31.7,31.9,32.2,32.4,32.9
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,18217,18579,18959,19361,19843,19805
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,75.8,75.7,75.7,75.8,75.8,75.2
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,603,586,554,531,540,520
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,546,573,583,576,541,530
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,501,518,536,544,545,570
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,781,819,805,798,801,738
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,1497,1513,1571,1659,1703,1657
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,1701,1713,1738,1735,1779,1755
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,1338,1383,1431,1435,1498,1580
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,890,887,949,1019,1047,1096
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,731,719,721,687,723,712
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,570,589,611,661,669,670
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,575,601,583,570,590,567
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,488,481,511,532,546,553
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,436,453,468,487,495,517
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,403,402,395,398,413,433
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,311,320,354,373,369,415
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,197,224,233,254,285,292
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,134,137,140,142,154,179
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,112,113,126,136,154,163
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,5.1,4.9,4.5,4.2,4.2,4
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,4.6,4.8,4.7,4.6,4.2,4.1
Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,4.2,4.3,4.4,4.3,4.2,4.4
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,6.6,6.8,6.5,6.4,6.2,5.7
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,12.7,12.6,12.8,13.2,13.3,12.8
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,14.4,14.2,14.1,13.8,13.8,13.6
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,11.3,11.5,11.6,11.4,11.7,12.2
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,7.5,7.4,7.7,8.1,8.1,8.5
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,6.2,6,5.9,5.5,5.6,5.5
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,4.8,4.9,5,5.3,5.2,5.2
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,4.9,5,4.7,4.5,4.6,4.4
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,4.1,4,4.2,4.2,4.2,4.3
Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,3.7,3.8,3.8,3.9,3.9,4
Estimated resident population - Males - at 30 June,Males - 65-69 years (%),,3.4,3.3,3.2,3.2,3.2,3.3
Estimated resident population - Males - at 30 June,Males - 70-74 years (%),,2.6,2.7,2.9,3,2.9,3.2
Estimated resident population - Males - at 30 June,Males - 75-79 years (%),,1.7,1.9,1.9,2,2.2,2.3
Estimated resident population - Males - at 30 June,Males - 80-84 years (%),,1.1,1.1,1.1,1.1,1.2,1.4
Estimated resident population - Males - at 30 June,Males - 85 and over (%),,0.9,0.9,1,1.1,1.2,1.3
Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,558,533,529,523,521,505
Estimated resident population - Females - at 30 June,Females - 5-9 years (no.),,518,538,517,502,500,490
Estimated resident population - Females - at 30 June,Females - 10-14 years (no.),,462,492,524,535,557,565
Estimated resident population - Females - at 30 June,Females - 15-19 years (no.),,687,693,663,662,673,644
Estimated resident population - Females - at 30 June,Females - 20-24 years (no.),,1468,1480,1523,1531,1523,1433
