Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,7682,7898,8283,8447,8754,8741
Estimated resident population - at 30 June,Population density (persons/km2),,1897.2,1950.5,2045.6,2086.1,2161.9,2158.7
Estimated resident population - at 30 June,Estimated resident population - males (no.),,3625,3718,3912,3990,4155,4156
Estimated resident population - at 30 June,Estimated resident population - females (no.),,4057,4180,4371,4457,4599,4585
Estimated resident population - at 30 June,Median age - males (years),,26.1,26.1,26.6,26.7,26.7,27
Estimated resident population - at 30 June,Median age - females (years),,25.7,25.9,26,26.3,26.4,26.8
Estimated resident population - at 30 June,Median age - persons (years),,25.9,26,26.3,26.5,26.5,26.9
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,6284,6429,6799,6951,7222,7268
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,81.8,81.4,82.1,82.3,82.5,83.1
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,108,135,123,102,100,95
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,69,68,89,93,81,85
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,51,54,59,60,81,90
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,543,545,464,454,439,360
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,899,910,982,1046,1143,1171
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,533,570,628,638,668,662
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,341,351,392,408,429,478
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,172,178,231,248,272,289
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,118,108,113,109,110,121
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,108,117,125,124,124,117
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,125,118,137,124,113,120
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,90,91,102,106,114,125
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,114,107,102,107,97,89
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,100,100,99,92,116,107
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,78,79,85,88,70,62
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,57,57,55,59,81,60
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,45,45,40,43,42,53
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,74,85,86,89,75,72
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,3,3.6,3.1,2.6,2.4,2.3
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,1.9,1.8,2.3,2.3,1.9,2
