Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,18983,20242,21835,23261,24709,25670
Estimated resident population - at 30 June,Population density (persons/km2),,10438.8,11131.2,12007.1,12791.3,13587.6,14116
Estimated resident population - at 30 June,Estimated resident population - males (no.),,8903,9419,10142,10875,11644,12144
Estimated resident population - at 30 June,Estimated resident population - females (no.),,10080,10823,11693,12386,13065,13526
Estimated resident population - at 30 June,Median age - males (years),,25.5,25.4,25.1,24.8,24.9,25.3
Estimated resident population - at 30 June,Median age - females (years),,24.6,24.4,24.4,24.4,24.6,25.1
Estimated resident population - at 30 June,Median age - persons (years),,25,24.8,24.7,24.6,24.7,25.2
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,16641,17815,19369,20824,22318,23259
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,87.7,88,88.7,89.5,90.3,90.6
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,259,252,226,226,186,204
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,199,200,211,194,189,152
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,181,187,183,172,167,179
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,1037,1165,1232,1341,1440,1211
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,2575,2742,3188,3651,3945,4084
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,1563,1635,1776,1957,2325,2747
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,846,887,936,952,1000,1109
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,465,500,501,510,509,500
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,356,337,302,299,277,342
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,239,275,300,292,316,299
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,235,236,224,224,219,219
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,211,221,229,233,231,236
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,194,197,208,198,217,221
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,192,194,199,191,183,195
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,123,140,169,182,178,163
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,101,118,112,112,116,115
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,61,66,72,75,82,91
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,66,67,74,66,64,77
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,2.9,2.7,2.2,2.1,1.6,1.7
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,2.2,2.1,2.1,1.8,1.6,1.3
Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,2,2,1.8,1.6,1.4,1.5
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,11.6,12.4,12.1,12.3,12.4,10
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,28.9,29.1,31.4,33.6,33.9,33.6
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,17.6,17.4,17.5,18,20,22.6
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,9.5,9.4,9.2,8.8,8.6,9.1
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,5.2,5.3,4.9,4.7,4.4,4.1
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,4,3.6,3,2.7,2.4,2.8
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,2.7,2.9,3,2.7,2.7,2.5
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,2.6,2.5,2.2,2.1,1.9,1.8
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,2.4,2.3,2.3,2.1,2,1.9
