Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,20170,20839,21703,22627,23331,23981
Estimated resident population - at 30 June,Population density (persons/km2),,2876.5,2971.9,3095.1,3226.9,3327.3,3420
Estimated resident population - at 30 June,Estimated resident population - males (no.),,9826,10153,10650,11108,11577,11909
Estimated resident population - at 30 June,Estimated resident population - females (no.),,10344,10686,11053,11519,11754,12072
Estimated resident population - at 30 June,Median age - males (years),,31.7,31.4,30.9,30.7,30.5,30.9
Estimated resident population - at 30 June,Median age - females (years),,34.2,33.9,33.5,33.3,33.2,33.9
Estimated resident population - at 30 June,Median age - persons (years),,32.9,32.6,32.2,32,31.8,32.3
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,14643,15191,15888,16671,17382,17755
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,72.6,72.9,73.2,73.7,74.5,74
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,501,542,574,534,533,509
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,485,482,489,517,508,542
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,475,467,522,558,554,601
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,686,720,707,738,776,766
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,1310,1351,1448,1510,1635,1551
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,1172,1239,1381,1521,1619,1715
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,821,870,926,984,1091,1214
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,622,632,693,727,730,764
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,608,596,558,598,620,624
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,586,598,653,645,637,645
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,547,549,540,543,581,593
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,524,533,542,534,522,525
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,400,438,463,500,516,519
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,302,312,328,346,376,427
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,230,250,248,261,268,291
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,179,187,196,198,230,239
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,183,180,169,168,150,157
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,195,207,213,226,231,227
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,5.1,5.3,5.4,4.8,4.6,4.3
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,4.9,4.7,4.6,4.7,4.4,4.6
Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,4.8,4.6,4.9,5,4.8,5
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,7,7.1,6.6,6.6,6.7,6.4
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,13.3,13.3,13.6,13.6,14.1,13
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,11.9,12.2,13,13.7,14,14.4
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,8.4,8.6,8.7,8.9,9.4,10.2
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,6.3,6.2,6.5,6.5,6.3,6.4
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,6.2,5.9,5.2,5.4,5.4,5.2
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,6,5.9,6.1,5.8,5.5,5.4
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,5.6,5.4,5.1,4.9,5,5
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,5.3,5.2,5.1,4.8,4.5,4.4
Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,4.1,4.3,4.3,4.5,4.5,4.4
Estimated resident population - Males - at 30 June,Males - 65-69 years (%),,3.1,3.1,3.1,3.1,3.2,3.6
Estimated resident population - Males - at 30 June,Males - 70-74 years (%),,2.3,2.5,2.3,2.3,2.3,2.4
Estimated resident population - Males - at 30 June,Males - 75-79 years (%),,1.8,1.8,1.8,1.8,2,2
Estimated resident population - Males - at 30 June,Males - 80-84 years (%),,1.9,1.8,1.6,1.5,1.3,1.3
Estimated resident population - Males - at 30 June,Males - 85 and over (%),,2,2,2,2,2,1.9
Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,444,495,494,491,476,454
Estimated resident population - Females - at 30 June,Females - 5-9 years (no.),,461,441,435,468,450,503
Estimated resident population - Females - at 30 June,Females - 10-14 years (no.),,529,528,549,550,529,540
Estimated resident population - Females - at 30 June,Females - 15-19 years (no.),,632,696,707,725,729,708
Estimated resident population - Females - at 30 June,Females - 20-24 years (no.),,1248,1256,1316,1370,1433,1345
Estimated resident population - Females - at 30 June,Females - 25-29 years (no.),,1155,1230,1326,1403,1457,1477
Estimated resident population - Females - at 30 June,Females - 30-34 years (no.),,809,874,936,1040,1147,1243
Estimated resident population - Females - at 30 June,Females - 35-39 years (no.),,611,617,656,711,709,773
Estimated resident population - Females - at 30 June,Females - 40-44 years (no.),,667,656,661,679,686,695
Estimated resident population - Females - at 30 June,Females - 45-49 years (no.),,652,711,736,735,725,713
Estimated resident population - Females - at 30 June,Females - 50-54 years (no.),,623,602,582,593,630,681
Estimated resident population - Females - at 30 June,Females - 55-59 years (no.),,552,567,566,605,598,613
