Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,90,91,91,91,91,91
Estimated resident population - at 30 June,Population density (persons/km2),,52.7,53.2,53.2,53.2,53.2,53.2
Estimated resident population - at 30 June,Estimated resident population - males (no.),,42,42,42,42,42,42
Estimated resident population - at 30 June,Estimated resident population - females (no.),,48,49,49,49,49,49
Estimated resident population - at 30 June,Median age - males (years),,30.5,36.6,37.6,38.6,39.6,40.6
Estimated resident population - at 30 June,Median age - females (years),,34,32,33,34,35,36
Estimated resident population - at 30 June,Median age - persons (years),,32.3,34.5,35.5,36.5,37.5,38.5
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,88,79,79,79,79,79
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,97.8,86.8,86.8,86.8,86.8,86.8
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,,7,7,7,7,7
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,3,,,,,
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,8,5,,,,
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,10,5,10,5,5,5
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,5,2,,5,5,5
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,7,11,7,2,2,2
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,4,7,13,11,11,11
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,,,,7,7,7
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,1,,,,,
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,3,5,5,5,5,
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,1,,,,,5
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,,16.7,16.7,16.7,16.7,16.7
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,7.1,,,,,
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,19,11.9,,,,
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,23.8,11.9,23.8,11.9,11.9,11.9
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,11.9,4.8,,11.9,11.9,11.9
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,16.7,26.2,16.7,4.8,4.8,4.8
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,9.5,16.7,31,26.2,26.2,26.2
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,,,,16.7,16.7,16.7
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,2.4,,,,,
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,7.1,11.9,11.9,11.9,11.9,
Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,2.4,,,,,11.9
Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,2,5,5,,,
Estimated resident population - Females - at 30 June,Females - 5-9 years (no.),,,,,5,5,5
Estimated resident population - Females - at 30 June,Females - 20-24 years (no.),,1,,,,,
Estimated resident population - Females - at 30 June,Females - 25-29 years (no.),,11,11,5,,,
Estimated resident population - Females - at 30 June,Females - 30-34 years (no.),,11,11,17,22,17,17
Estimated resident population - Females - at 30 June,Females - 35-39 years (no.),,11,10,10,10,6,5
Estimated resident population - Females - at 30 June,Females - 40-44 years (no.),,5,5,5,5,9,10
Estimated resident population - Females - at 30 June,Females - 45-49 years (no.),,1,,,,5,5
Estimated resident population - Females - at 30 June,Females - 50-54 years (no.),,6,7,,,,
Estimated resident population - Females - at 30 June,Females - 55-59 years (no.),,,,7,7,7,7
Estimated resident population - Females - at 30 June,Females - 0-4 years (%),,4.2,10.2,10.2,,,
Estimated resident population - Females - at 30 June,Females - 5-9 years (%),,,,,10.2,10.2,10.2
Estimated resident population - Females - at 30 June,Females - 20-24 years (%),,2.1,,,,,
Estimated resident population - Females - at 30 June,Females - 25-29 years (%),,22.9,22.4,10.2,,,
Estimated resident population - Females - at 30 June,Females - 30-34 years (%),,22.9,22.4,34.7,44.9,34.7,34.7
Estimated resident population - Females - at 30 June,Females - 35-39 years (%),,22.9,20.4,20.4,20.4,12.2,10.2
Estimated resident population - Females - at 30 June,Females - 40-44 years (%),,10.4,10.2,10.2,10.2,18.4,20.4
Estimated resident population - Females - at 30 June,Females - 45-49 years (%),,2.1,,,,10.2,10.2
Estimated resident population - Females - at 30 June,Females - 50-54 years (%),,12.5,14.3,,,,
Estimated resident population - Females - at 30 June,Females - 55-59 years (%),,,,14.3,14.3,14.3,14.3
Estimated resident population - Persons - at 30 June,Persons - 0-4 years (no.),,2,12,12,7,7,7
Estimated resident population - Persons - at 30 June,Persons - 5-9 years (no.),,,,,5,5,5
