Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,17254,17469,17682,17842,18051,18003
Estimated resident population - at 30 June,Population density (persons/km2),,6185.6,6262.6,6339,6396.4,6471.3,6454.1
Estimated resident population - at 30 June,Estimated resident population - males (no.),,8302,8403,8445,8551,8646,8637
Estimated resident population - at 30 June,Estimated resident population - females (no.),,8952,9066,9237,9291,9405,9366
Estimated resident population - at 30 June,Median age - males (years),,39.3,39.4,39.8,40,40.1,40.5
Estimated resident population - at 30 June,Median age - females (years),,39.8,40.1,40.4,40.7,40.9,41.6
Estimated resident population - at 30 June,Median age - persons (years),,39.6,39.8,40.1,40.4,40.6,41.1
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,12603,12645,12666,12681,12770,12568
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,73,72.4,71.6,71.1,70.7,69.8
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,512,525,538,501,505,499
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,391,376,371,395,386,395
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,308,337,353,358,374,361
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,238,236,251,262,278,291
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,357,372,347,354,344,335
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,700,695,659,639,625,580
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,924,929,923,936,932,894
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,828,824,814,823,862,894
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,744,701,724,711,691,677
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,669,690,668,684,670,656
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,573,570,552,583,621,629
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,527,557,598,595,587,575
Estimated resident population - Males - at 30 June,Males - 60-64 years (no.),,446,452,445,460,477,500
Estimated resident population - Males - at 30 June,Males - 65-69 years (no.),,426,442,444,431,441,444
Estimated resident population - Males - at 30 June,Males - 70-74 years (no.),,273,295,325,359,364,382
Estimated resident population - Males - at 30 June,Males - 75-79 years (no.),,195,204,222,225,241,250
Estimated resident population - Males - at 30 June,Males - 80-84 years (no.),,115,116,109,126,133,150
Estimated resident population - Males - at 30 June,Males - 85 and over (no.),,76,82,102,109,115,125
Estimated resident population - Males - at 30 June,Males - 0-4 years (%),,6.2,6.2,6.4,5.9,5.8,5.8
Estimated resident population - Males - at 30 June,Males - 5-9 years (%),,4.7,4.5,4.4,4.6,4.5,4.6
Estimated resident population - Males - at 30 June,Males - 10-14 years (%),,3.7,4,4.2,4.2,4.3,4.2
Estimated resident population - Males - at 30 June,Males - 15-19 years (%),,2.9,2.8,3,3.1,3.2,3.4
Estimated resident population - Males - at 30 June,Males - 20-24 years (%),,4.3,4.4,4.1,4.1,4,3.9
Estimated resident population - Males - at 30 June,Males - 25-29 years (%),,8.4,8.3,7.8,7.5,7.2,6.7
Estimated resident population - Males - at 30 June,Males - 30-34 years (%),,11.1,11.1,10.9,10.9,10.8,10.4
Estimated resident population - Males - at 30 June,Males - 35-39 years (%),,10,9.8,9.6,9.6,10,10.4
Estimated resident population - Males - at 30 June,Males - 40-44 years (%),,9,8.3,8.6,8.3,8,7.8
Estimated resident population - Males - at 30 June,Males - 45-49 years (%),,8.1,8.2,7.9,8,7.7,7.6
Estimated resident population - Males - at 30 June,Males - 50-54 years (%),,6.9,6.8,6.5,6.8,7.2,7.3
Estimated resident population - Males - at 30 June,Males - 55-59 years (%),,6.3,6.6,7.1,7,6.8,6.7
Estimated resident population - Males - at 30 June,Males - 60-64 years (%),,5.4,5.4,5.3,5.4,5.5,5.8
Estimated resident population - Males - at 30 June,Males - 65-69 years (%),,5.1,5.3,5.3,5,5.1,5.1
Estimated resident population - Males - at 30 June,Males - 70-74 years (%),,3.3,3.5,3.8,4.2,4.2,4.4
Estimated resident population - Males - at 30 June,Males - 75-79 years (%),,2.3,2.4,2.6,2.6,2.8,2.9
Estimated resident population - Males - at 30 June,Males - 80-84 years (%),,1.4,1.4,1.3,1.5,1.5,1.7
Estimated resident population - Males - at 30 June,Males - 85 and over (%),,0.9,1,1.2,1.3,1.3,1.4
Estimated resident population - Females - at 30 June,Females - 0-4 years (no.),,507,540,539,526,519,498
