Parent Description,Description,2011,2015,2016,2017,2018,2019,2020
Estimated resident population - at 30 June,Estimated resident population (no.),,37162,40181,45327,49247,51909,53180
Estimated resident population - at 30 June,Population density (persons/km2),,15686.8,16961.2,19133.4,20788.1,21911.8,22448.3
Estimated resident population - at 30 June,Estimated resident population - males (no.),,18351,19771,22366,24249,25719,26362
Estimated resident population - at 30 June,Estimated resident population - females (no.),,18811,20410,22961,24998,26190,26818
Estimated resident population - at 30 June,Median age - males (years),,26.9,26.7,26.8,26.9,27,27.6
Estimated resident population - at 30 June,Median age - females (years),,25.9,25.6,25.8,26.1,26.4,27.1
Estimated resident population - at 30 June,Median age - persons (years),,26.4,26.2,26.3,26.5,26.7,27.4
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (no.),,34671,37616,42366,46004,48535,49540
Estimated resident population - at 30 June,Working age population (aged 15-64 years) (%),,93.3,93.6,93.5,93.4,93.5,93.2
Estimated resident population - Males - at 30 June,Males - 0-4 years (no.),,387,413,402,426,432,462
Estimated resident population - Males - at 30 June,Males - 5-9 years (no.),,168,173,192,214,225,238
Estimated resident population - Males - at 30 June,Males - 10-14 years (no.),,95,84,126,118,138,148
Estimated resident population - Males - at 30 June,Males - 15-19 years (no.),,1478,1642,1695,1651,1695,1341
Estimated resident population - Males - at 30 June,Males - 20-24 years (no.),,5188,5705,6598,7165,7416,7072
Estimated resident population - Males - at 30 June,Males - 25-29 years (no.),,4209,4566,5246,5802,6310,6760
Estimated resident population - Males - at 30 June,Males - 30-34 years (no.),,2569,2788,3033,3297,3594,3910
Estimated resident population - Males - at 30 June,Males - 35-39 years (no.),,1196,1316,1507,1718,1905,2140
Estimated resident population - Males - at 30 June,Males - 40-44 years (no.),,675,713,880,971,1006,1099
Estimated resident population - Males - at 30 June,Males - 45-49 years (no.),,497,499,534,588,642,700
Estimated resident population - Males - at 30 June,Males - 50-54 years (no.),,453,435,485,511,518,540
Estimated resident population - Males - at 30 June,Males - 55-59 years (no.),,417,409,457,493,472,480
